"user_id","gender","age_group","married","has_children","home_country","home_city","sign_up_date","num_sessions","avg_session_duration_minute","avg_page_clicks","total_trips","conversion_rate","weekend_trip_proportion","cancellation_proportion","avg_booking_departure_gap_days_flights","avg_booking_departure_gap_days_hotels","round_trips_proportion","avg_flight_price_usd","avg_flight_discount_amount","discounted_flight_proportion","avg_flight_seats","avg_checked_bags","avg_distance_flown","total_hotels_booked","avg_hotel_price_usd","avg_hotel_discount_amount","discounted_hotel_proportion","avg_hotel_rooms","avg_hotel_stay_duration_day","assigned_group","assigned_perk"
"532233","M","35-44","true","false","usa","washington","2023-01-15","9","0.78","10.22","4","0.44","0.00","0.00","6.95","6.15","1.00","1077.19","","0.00","2.67","0.67","1781","2","955.50","0.15","0.11","2.50","3.00","Frequent Travellers","1 night free hotel with flight"
"532989","F","45-54","true","true","usa","seattle","2023-01-15","9","1.89","19.00","5","0.56","0.00","0.00","8.33","9.69","1.00","568.70","","0.00","1.00","0.50","3020","5","517.60","0.10","0.22","1.00","2.60","Frequent Travellers","1 night free hotel with flight"
"533199","F","25-34","false","false","usa","new york","2023-01-16","10","2.10","21.50","3","0.30","0.00","0.00","8.45","8.62","1.00","313.81","0.10","0.20","1.00","0.33","1708","3","324.00","","0.00","1.00","0.67","Moderate Travellers","Priority boarding"
"536566","F","45-54","false","false","usa","phoenix","2023-01-17","8","1.00","11.38","2","0.25","0.00","0.00","5.83","6.04","1.00","431.70","0.20","0.13","1.00","0.50","2654","2","225.50","0.05","0.13","1.00","2.50","Spontaneous Travelers","No cancellation fees"
"537177","M","55-64","true","true","canada","edmonton","2023-01-17","9","4.33","21.56","2","0.22","0.00","0.50","5.20","4.57","1.00","469.37","0.05","0.22","1.00","0.67","2456","1","100.00","","0.11","1.00","1.00","Occasional Travellers","Loyalty points"
"537373","F","35-44","false","true","usa","new york","2023-01-18","9","1.44","14.22","5","0.56","0.00","0.00","7.39","7.60","1.00","433.75","","0.00","1.00","0.40","2466","5","533.60","0.08","0.33","1.00","2.60","Budget Travellers","Exclusive discounts"
"537470","F","25-34","true","true","usa","omaha","2023-01-18","8","1.75","18.13","2","0.25","0.00","0.00","","10.08","0.00","","0.27","0.38","","","","2","302.00","0.05","0.13","1.00","4.00","Budget Travellers","Exclusive discounts"
"538331","F","35-44","false","true","usa","portland","2023-01-18","8","2.00","20.63","5","0.63","0.00","0.00","6.90","7.86","1.00","457.60","","0.00","1.25","0.75","2315","4","1627.25","0.05","0.13","1.25","5.50","Family-Oriented Travelers","Free checked bag"
"538691","F","45-54","true","false","canada","montreal","2023-01-18","8","2.25","21.75","4","0.50","0.00","0.00","6.27","6.66","1.00","228.06","0.15","0.25","1.00","0.67","1243","4","635.00","","0.00","1.25","4.00","Family-Oriented Travelers","Free checked bag"
"539317","F","35-44","false","true","usa","wichita","2023-01-19","9","2.67","25.11","5","0.56","0.00","0.00","7.34","7.33","1.00","326.69","0.10","0.11","1.25","0.25","1590","5","759.60","0.08","0.22","1.20","3.40","Family-Oriented Travelers","Free checked bag"
"542153","F","45-54","false","false","usa","san jose","2023-01-20","8","1.00","12.50","2","0.25","0.00","0.00","7.12","7.35","1.00","517.45","0.25","0.13","1.00","0.50","2911","2","561.50","","0.00","1.00","2.50","Moderate Travellers","Priority boarding"
"543126","F","18-24","false","false","canada","toronto","2023-01-20","8","1.00","12.38","3","0.38","0.00","0.00","6.00","8.27","1.00","237.19","0.15","0.13","2.00","1.00","642","3","406.00","0.13","0.25","1.67","3.67","Family-Oriented Travelers","Free checked bag"
"543952","F","35-44","false","false","usa","san jose","2023-01-21","8","1.75","18.75","5","0.63","0.00","0.00","78.26","6.74","0.80","616.54","0.05","0.13","1.00","0.00","5787","4","362.25","0.15","0.25","1.00","3.00","Frequent Travellers","1 night free hotel with flight"
"545518","F","45-54","false","true","canada","edmonton","2023-01-22","8","7.75","29.25","4","0.50","0.00","0.25","128.96","129.18","1.00","570.47","0.12","0.50","1.20","0.00","2519","4","610.20","","0.13","1.20","4.60","Family-Oriented Travelers","Free checked bag"
"545848","F","45-54","true","true","usa","los angeles","2023-01-22","8","0.75","10.00","1","0.13","0.00","0.00","","6.76","0.00","","0.10","0.25","","","","1","738.00","0.10","0.13","3.00","6.00","Family-Oriented Travelers","Free checked bag"
"546164","F","18-24","false","false","canada","winnipeg","2023-01-22","8","1.00","36.63","2","0.25","0.00","0.50","197.99","134.62","1.00","287.38","","0.13","1.00","0.00","1437","2","1826.67","","0.13","1.33","15.67","Family-Oriented Travelers","Free checked bag"
"548708","M","35-44","true","false","usa","cleveland","2023-01-23","8","1.88","19.38","3","0.38","0.00","0.00","5.36","4.55","1.00","227.01","0.15","0.13","1.00","0.00","1289","3","2112.67","0.25","0.25","1.33","5.67","Family-Oriented Travelers","Free checked bag"
"549572","F","55-64","false","true","usa","new york","2023-01-24","8","1.88","18.63","4","0.50","0.00","0.00","6.74","6.87","1.00","255.23","","0.00","1.50","0.50","918","4","488.25","0.10","0.13","1.50","2.50","Frequent Travellers","1 night free hotel with flight"
"551241","M","25-34","false","false","usa","los angeles","2023-01-25","8","1.25","14.50","3","0.38","0.00","0.00","8.21","11.95","1.00","507.58","0.10","0.13","1.00","0.50","3068","2","634.50","","0.00","1.00","4.00","Moderate Travellers","Priority boarding"
"551847","F","35-44","true","false","usa","washington","2023-01-25","8","0.88","10.25","2","0.25","0.00","0.00","5.26","5.41","1.00","262.33","0.13","0.25","1.00","0.50","1403","2","1242.50","0.10","0.13","1.00","6.50","High-Spending Travelers","Free hotel meal"
"553208","F","25-34","false","false","usa","richmond","2023-01-26","9","1.44","16.22","1","0.11","0.00","0.00","","12.56","0.00","","","0.00","","","","1","531.00","0.08","0.22","1.00","9.00","Moderate Travellers","Priority boarding"
"554299","F","65+","true","false","usa","santa ana","2023-01-26","8","0.38","7.88","0","0.00","0.00","","","","0.00","","0.20","0.25","","","","0","","0.05","0.13","","","Occasional Travellers","Loyalty points"
"555147","F","","false","false","usa","denver","2023-01-26","9","2.56","26.67","1","0.11","0.00","0.00","5.34","5.56","1.00","517.59","0.10","0.22","1.00","1.00","2741","1","104.00","0.10","0.22","1.00","1.00","Spontaneous Travelers","No cancellation fees"
"557307","O","45-54","true","true","usa","st. louis","2023-01-28","8","0.38","6.25","1","0.13","0.00","0.00","8.53","8.74","1.00","464.45","0.10","0.25","1.00","0.00","2601","1","226.00","","0.00","1.00","2.00","Moderate Travellers","Priority boarding"
"559226","F","35-44","true","true","usa","rochester","2023-01-28","8","1.25","15.13","1","0.13","0.00","0.00","4.52","4.63","1.00","85.06","0.10","0.25","1.00","0.00","477","1","0.00","0.13","0.25","1.00","0.00","Spontaneous Travelers","No cancellation fees"
"560519","F","45-54","false","false","usa","riverside","2023-01-29","8","1.00","13.25","2","0.25","0.00","0.00","12.10","5.70","1.00","348.86","0.20","0.13","1.00","0.00","2018","1","847.00","0.05","0.13","1.00","7.00","Moderate Travellers","Priority boarding"
"560747","F","35-44","true","false","usa","chicago","2023-01-29","8","2.00","19.38","4","0.50","0.00","0.00","7.82","8.70","1.00","305.67","","0.00","1.25","0.25","1449","3","559.00","0.10","0.25","1.33","1.67","Frequent Travellers","1 night free hotel with flight"
"560948","F","25-34","false","false","usa","san diego","2023-01-29","8","0.50","8.00","0","0.00","0.00","","","","0.00","","0.05","0.13","","","","0","","0.15","0.13","","","Occasional Travellers","Loyalty points"
"562832","F","25-34","true","true","usa","bakersfield","2023-01-30","10","1.40","15.30","5","0.50","0.00","0.00","8.28","9.26","1.00","620.58","0.35","0.20","1.50","0.25","2891","3","2320.00","0.10","0.10","1.67","3.33","Family-Oriented Travelers","Free checked bag"
"563425","F","55-64","true","true","usa","el paso","2023-01-31","8","2.50","24.50","2","0.25","0.00","0.00","11.68","10.76","1.00","534.77","","0.00","1.00","0.00","3231","2","970.00","0.12","0.38","1.00","5.00","Budget Travellers","Exclusive discounts"
"564434","F","35-44","true","true","canada","hamilton","2023-01-31","8","0.63","8.00","0","0.00","0.00","","","","0.00","","0.15","0.25","","","","0","","","0.00","","","Occasional Travellers","Loyalty points"
"565212","F","45-54","false","false","usa","nashville","2023-01-31","8","1.88","19.00","4","0.50","0.00","0.00","10.32","10.48","1.00","317.15","0.10","0.38","1.25","1.00","1540","4","283.25","","0.00","1.25","3.00","Budget Travellers","Exclusive discounts"
"566336","F","45-54","true","false","canada","edmonton","2023-02-01","8","2.13","21.00","6","0.75","0.00","0.00","6.77","6.98","0.67","565.85","0.10","0.13","1.83","0.17","2339","6","279.50","","0.00","1.83","0.83","Frequent Travellers","1 night free hotel with flight"
"566996","F","25-34","true","true","usa","dallas","2023-02-01","8","1.50","15.75","1","0.13","0.00","0.00","9.81","","1.00","384.92","0.05","0.13","1.00","1.00","2323","0","","0.05","0.13","","","Moderate Travellers","Priority boarding"
"567824","F","35-44","false","true","canada","ottawa","2023-02-02","8","1.00","11.00","0","0.00","0.00","","","","0.00","","0.15","0.13","","","","0","","","0.00","","","Occasional Travellers","Loyalty points"
"567885","F","35-44","false","true","canada","toronto","2023-02-02","8","1.63","16.50","3","0.38","0.00","0.00","9.38","8.37","1.00","523.07","","0.00","1.00","1.50","2750","3","422.00","0.15","0.13","1.00","2.67","Moderate Travellers","Priority boarding"
"568013","F","35-44","true","false","usa","nashville","2023-02-02","9","1.67","17.56","3","0.33","0.00","0.00","7.81","7.97","0.67","350.52","0.25","0.22","1.33","0.33","1617","3","175.33","0.10","0.11","1.33","1.33","Moderate Travellers","Priority boarding"
"568105","F","35-44","false","true","usa","new york","2023-02-02","8","1.63","17.75","4","0.50","0.00","0.00","9.28","7.98","1.00","194.14","0.23","0.38","1.00","0.33","1111","4","1506.25","","0.00","1.00","6.00","High-Spending Travelers","Free hotel meal"
"568696","F","45-54","true","true","usa","tulsa","2023-02-02","9","0.78","10.22","3","0.33","0.00","0.00","7.49","6.98","1.00","237.09","","0.00","1.00","0.67","1241","2","852.00","0.05","0.11","1.00","5.50","Moderate Travellers","Priority boarding"
"569733","F","45-54","false","false","usa","dallas","2023-02-03","8","2.88","26.75","4","0.50","0.00","0.00","7.71","7.86","1.00","250.01","0.10","0.13","1.25","0.50","1297","4","172.50","","0.00","1.25","1.25","Frequent Travellers","1 night free hotel with flight"
"575131","F","35-44","false","false","canada","windsor","2023-02-05","8","2.25","23.75","3","0.38","0.00","0.00","7.71","7.83","1.00","111.82","","0.00","1.00","0.67","621","3","250.33","","0.00","1.00","1.33","Moderate Travellers","Priority boarding"
"578120","F","55-64","true","false","usa","las vegas","2023-02-07","8","1.13","12.88","3","0.38","0.00","0.00","10.20","12.18","1.00","512.40","0.10","0.13","1.00","1.00","2831","3","500.00","","0.00","1.00","3.00","Moderate Travellers","Priority boarding"
"583664","F","45-54","true","false","usa","detroit","2023-02-09","9","1.22","12.11","2","0.22","0.00","0.00","6.76","6.89","1.00","164.67","0.10","0.11","1.00","0.50","912","2","60.50","0.10","0.22","1.00","0.50","Spontaneous Travelers","No cancellation fees"
"584030","F","45-54","true","true","usa","chicago","2023-02-09","8","2.00","19.75","4","0.50","0.00","0.00","6.26","6.45","1.00","332.51","0.13","0.38","1.00","0.50","1930","4","233.25","","0.00","1.00","1.25","Budget Travellers","Exclusive discounts"
"594948","F","65+","false","false","canada","edmonton","2023-02-15","8","0.50","8.13","1","0.13","0.00","0.00","5.01","5.19","1.00","344.54","0.23","0.25","1.00","1.00","1912","1","480.00","0.15","0.13","1.00","4.00","Spontaneous Travelers","No cancellation fees"
"598276","F","45-54","true","false","usa","mobile","2023-02-16","9","1.11","12.22","2","0.22","0.00","0.00","8.05","8.19","1.00","196.23","0.10","0.11","1.00","0.00","1067","2","319.50","0.10","0.11","1.00","4.00","Moderate Travellers","Priority boarding"
"602748","M","35-44","true","false","usa","oklahoma city","2023-02-18","8","2.75","26.25","4","0.50","0.00","0.00","46.79","6.49","1.00","1598.94","0.30","0.13","1.25","0.50","5593","3","407.33","0.08","0.38","1.00","1.33","High-Spending Travelers","Free hotel meal"
"609221","F","25-34","false","false","usa","oakland","2023-02-21","8","0.88","12.25","1","0.13","0.00","0.00","10.31","","1.00","686.50","0.13","0.25","1.00","1.00","4139","0","","0.15","0.13","","","Moderate Travellers","Priority boarding"
"611954","F","35-44","false","false","usa","st. louis","2023-02-22","8","1.63","16.75","4","0.50","0.00","0.00","8.85","8.99","1.00","187.13","0.13","0.25","1.00","0.75","1088","4","393.75","0.13","0.25","1.00","1.75","Frequent Travellers","1 night free hotel with flight"
"614814","F","65+","true","false","usa","montgomery","2023-02-23","8","0.63","9.25","1","0.13","0.00","0.00","","7.55","0.00","","0.10","0.13","","","","1","2023.00","0.05","0.13","1.00","7.00","High-Spending Travelers","Free hotel meal"
"621085","F","45-54","false","false","usa","minneapolis","2023-02-26","8","0.75","8.75","1","0.13","0.00","0.00","","3.64","0.00","","0.25","0.13","","","","1","735.00","0.10","0.13","1.00","7.00","Moderate Travellers","Priority boarding"
"622149","F","45-54","true","false","usa","santa ana","2023-02-26","8","1.13","12.50","1","0.13","0.00","0.00","4.28","4.51","1.00","453.63","0.10","0.25","1.00","0.00","2929","1","154.00","0.10","0.13","1.00","1.00","Spontaneous Travelers","No cancellation fees"
"630992","F","55-64","true","true","usa","montgomery","2023-03-02","8","1.13","12.88","1","0.13","0.00","0.00","","10.61","0.00","","0.15","0.13","","","","1","546.00","0.05","0.13","1.00","6.00","Moderate Travellers","Priority boarding"
"631384","F","55-64","true","false","usa","richmond","2023-03-02","8","0.38","5.50","0","0.00","0.00","","","","0.00","","0.12","0.38","","","","0","","","0.00","","","Budget Travellers","Exclusive discounts"
"645685","M","45-54","false","false","usa","orlando","2023-03-08","8","1.38","14.50","4","0.50","0.00","0.00","6.67","6.85","1.00","336.65","","0.00","1.00","0.75","1889","4","227.00","0.10","0.25","1.00","1.75","Frequent Travellers","1 night free hotel with flight"
"667299","F","65+","true","false","usa","los angeles","2023-03-16","9","0.89","12.22","0","0.00","0.00","","","","0.00","","0.15","0.11","","","","0","","0.10","0.11","","","Occasional Travellers","Loyalty points"
"690420","F","55-64","true","true","usa","st. petersburg","2023-03-24","8","3.63","57.50","4","0.50","0.00","0.25","7.55","7.76","1.00","449.87","0.10","0.25","1.00","0.40","2639","4","151.20","0.08","0.38","1.00","1.60","Budget Travellers","Exclusive discounts"
"264470","F","45-54","false","true","usa","bakersfield","2022-07-27","11","1.00","11.73","2","0.18","0.00","0.00","8.56","8.76","1.00","436.51","0.10","0.18","1.00","0.50","2392","2","1063.50","0.10","0.09","1.00","4.50","High-Spending Travelers","Free hotel meal"
"379543","F","55-64","true","false","usa","san jose","2022-10-25","10","1.50","15.50","5","0.50","0.00","0.00","7.35","7.66","1.00","340.57","0.10","0.10","1.00","0.50","1931","5","445.80","0.15","0.10","1.00","2.40","Frequent Travellers","1 night free hotel with flight"
"386914","F","45-54","true","true","canada","hamilton","2022-10-30","12","1.00","28.25","3","0.25","0.00","0.33","95.43","8.00","1.00","5723.39","0.10","0.17","3.00","2.25","7292","3","499.50","0.13","0.33","1.00","2.50","High-Spending Travelers","Free hotel meal"
"485149","F","35-44","false","false","usa","fayetteville","2022-12-22","10","1.30","14.00","4","0.40","0.00","0.00","6.39","7.14","1.00","265.94","0.15","0.10","1.00","0.33","1480","4","331.75","0.10","0.10","1.00","2.25","Frequent Travellers","1 night free hotel with flight"
"488430","F","","false","false","usa","austin","2022-12-24","9","0.33","29.22","2","0.22","0.00","0.50","92.84","7.85","1.00","1761.17","0.13","0.33","1.00","0.00","14240","2","2160.00","0.10","0.22","1.00","3.00","High-Spending Travelers","Free hotel meal"
"488539","F","45-54","true","false","canada","quebec","2022-12-24","10","1.00","10.90","0","0.00","0.00","","","","0.00","","0.15","0.10","","","","0","","0.05","0.10","","","Occasional Travellers","Loyalty points"
"492614","F","18-24","false","false","usa","las vegas","2022-12-26","10","0.70","9.70","1","0.10","0.00","0.00","4.82","5.09","1.00","707.36","0.23","0.30","1.00","0.00","3732","1","111.00","0.08","0.20","1.00","1.00","Budget Travellers","Exclusive discounts"
"505066","M","25-34","true","true","usa","boston","2023-01-02","9","0.78","9.89","1","0.11","0.00","0.00","","20.61","0.00","","0.18","0.22","","","","1","816.00","0.15","0.33","2.00","3.00","Budget Travellers","Exclusive discounts"
"508901","F","45-54","true","true","canada","hamilton","2023-01-04","8","0.75","9.50","2","0.25","0.00","0.00","8.10","8.29","1.00","381.05","","0.00","1.00","0.50","1919","2","78.50","","0.00","1.00","0.50","Moderate Travellers","Priority boarding"
"508964","F","25-34","true","true","usa","newark","2023-01-04","8","0.75","11.13","0","0.00","0.00","","","","0.00","","0.05","0.13","","","","0","","","0.00","","","Occasional Travellers","Loyalty points"
"509603","F","18-24","false","false","usa","memphis","2023-01-04","8","1.63","16.00","2","0.25","0.00","0.00","7.66","11.84","0.00","145.43","","0.00","1.00","1.00","1441","2","2385.00","0.25","0.13","2.00","8.00","Family-Oriented Travelers","Free checked bag"
"510238","F","35-44","false","true","usa","new york","2023-01-04","8","0.88","13.00","3","0.38","0.00","0.00","6.59","6.85","1.00","875.84","0.05","0.13","1.33","0.00","3353","3","639.33","","0.00","1.33","1.00","Spontaneous Travelers","No cancellation fees"
"510511","F","45-54","true","false","usa","stockton","2023-01-04","8","1.63","18.63","2","0.25","0.00","0.00","4.63","7.49","1.00","309.71","","0.00","1.00","0.00","1882","2","799.00","0.08","0.25","1.00","3.00","Spontaneous Travelers","No cancellation fees"
"511379","F","45-54","false","false","canada","montreal","2023-01-05","9","1.33","14.33","3","0.33","0.00","0.00","5.50","5.65","1.00","228.15","0.10","0.22","1.00","1.00","1201","3","214.33","","0.00","1.00","2.33","Spontaneous Travelers","No cancellation fees"
"515205","F","65+","true","false","usa","spokane","2023-01-07","8","1.63","41.63","1","0.13","0.00","1.00","161.16","161.93","1.00","3380.03","","0.13","2.00","2.00","17371","1","765.00","0.15","0.25","1.00","5.00","High-Spending Travelers","Free hotel meal"
"515947","F","25-34","false","false","usa","new york","2023-01-07","8","1.50","15.38","2","0.25","0.00","0.00","9.09","9.31","0.50","264.07","0.10","0.13","1.00","0.50","2477","2","-21.00","0.10","0.38","1.00","0.50","Budget Travellers","Exclusive discounts"
"517438","M","35-44","false","false","usa","nashville","2023-01-08","9","1.78","18.33","5","0.56","0.00","0.00","7.32","7.49","0.80","348.13","0.25","0.11","1.20","0.40","1738","5","189.20","0.15","0.22","1.20","0.40","Frequent Travellers","1 night free hotel with flight"
"517925","F","25-34","true","false","usa","st. louis","2023-01-08","9","0.89","10.56","1","0.11","0.00","0.00","4.88","5.04","1.00","509.26","0.17","0.33","2.00","0.00","1453","1","8400.00","","0.00","2.00","10.00","Family-Oriented Travelers","Free checked bag"
"517967","F","45-54","false","true","usa","phoenix","2023-01-08","8","2.38","23.50","2","0.25","0.00","0.00","10.39","12.52","1.00","389.94","","0.00","1.00","0.00","2475","2","889.50","","0.00","1.50","2.50","Moderate Travellers","Priority boarding"
"519089","F","25-34","false","true","usa","philadelphia","2023-01-09","8","1.50","15.75","3","0.38","0.00","0.00","63.98","11.91","1.00","966.92","0.10","0.13","1.00","1.00","6307","2","364.00","","0.00","1.00","5.00","Moderate Travellers","Priority boarding"
"519191","M","18-24","false","false","usa","tampa","2023-01-09","8","3.13","28.38","1","0.13","0.00","0.00","","6.58","0.00","","","0.00","","","","1","1904.00","0.10","0.50","2.00","14.00","Family-Oriented Travelers","Free checked bag"
"520188","F","35-44","false","false","canada","victoria","2023-01-09","8","2.25","22.13","2","0.25","0.00","0.00","7.42","6.62","1.00","488.46","","0.00","1.00","1.00","2730","2","312.00","0.25","0.25","1.00","4.50","Moderate Travellers","Priority boarding"
"520861","M","45-54","false","true","usa","austin","2023-01-09","9","8.00","29.11","3","0.33","0.00","0.33","94.73","8.05","1.00","386.96","0.10","0.22","1.00","1.00","2382","3","915.00","0.10","0.22","1.00","4.50","Occasional Travellers","Loyalty points"
"521235","F","35-44","false","false","usa","seattle","2023-01-10","8","2.50","24.25","5","0.63","0.00","0.00","45.34","45.57","1.00","805.82","0.15","0.38","1.80","1.20","2699","5","741.80","","0.00","1.60","4.60","Family-Oriented Travelers","Free checked bag"
"522533","F","18-24","false","false","usa","jacksonville","2023-01-10","8","1.13","13.13","3","0.38","0.00","0.00","69.48","69.87","1.00","1053.50","","0.00","1.00","0.00","6009","3","333.67","0.10","0.13","1.00","3.67","Moderate Travellers","Priority boarding"
"525447","F","55-64","false","false","usa","tucson","2023-01-12","9","9.00","34.11","5","0.56","0.00","0.20","8.09","7.32","0.75","628.57","0.05","0.22","1.00","0.00","3617","5","517.00","0.15","0.56","1.00","4.00","Budget Travellers","Exclusive discounts"
"525789","F","55-64","true","false","usa","birmingham","2023-01-12","9","1.56","16.89","4","0.44","0.00","0.00","7.35","9.49","1.00","447.58","0.20","0.11","1.00","0.33","2381","4","507.50","0.18","0.22","1.25","3.25","Family-Oriented Travelers","Free checked bag"
"526303","F","18-24","true","true","usa","mobile","2023-01-12","8","1.25","14.13","2","0.25","0.00","0.00","","5.99","0.00","","0.14","0.50","","","","2","1394.00","0.15","0.25","1.00","7.00","High-Spending Travelers","Free hotel meal"
"530196","F","18-24","false","false","usa","detroit","2023-01-14","8","0.75","34.88","3","0.38","0.00","0.33","139.44","77.80","1.00","802.23","0.20","0.25","2.00","1.00","2788","3","1515.50","0.10","0.25","1.00","8.25","High-Spending Travelers","Free hotel meal"
"531006","M","35-44","false","true","usa","new york","2023-01-14","9","0.67","9.78","2","0.22","0.00","0.00","8.88","9.11","1.00","434.27","0.28","0.22","1.00","0.00","2910","2","725.00","0.10","0.11","1.00","5.50","Moderate Travellers","Priority boarding"
"531109","F","45-54","true","true","usa","san francisco","2023-01-15","8","1.75","17.13","4","0.50","0.00","0.00","7.33","7.49","1.00","240.48","0.13","0.25","1.00","1.00","1331","4","130.00","0.08","0.25","1.00","1.00","Frequent Travellers","1 night free hotel with flight"
"531143","F","45-54","true","false","usa","miami","2023-01-15","8","1.63","16.25","4","0.50","0.00","0.00","8.05","8.26","1.00","753.69","0.13","0.25","1.50","0.50","2579","4","500.50","","0.00","1.50","2.75","Frequent Travellers","1 night free hotel with flight"
"531217","F","45-54","true","true","canada","toronto","2023-01-15","8","1.75","17.38","4","0.50","0.00","0.00","8.99","9.03","1.00","345.35","0.08","0.63","1.00","0.00","2012","3","104.67","","0.00","1.00","0.67","Budget Travellers","Exclusive discounts"
"534246","F","35-44","true","false","usa","houston","2023-01-16","8","1.13","12.13","2","0.25","0.00","0.00","9.72","6.76","1.00","49.97","0.15","0.13","1.00","0.00","290","2","744.50","0.08","0.25","1.00","6.00","Moderate Travellers","Priority boarding"
"537725","F","25-34","true","false","usa","columbus","2023-01-18","8","1.38","14.25","2","0.25","0.00","0.00","11.54","11.68","1.00","174.77","0.10","0.13","1.00","0.50","1008","2","199.00","0.10","0.38","1.00","1.00","Budget Travellers","Exclusive discounts"
"538197","F","45-54","false","false","canada","calgary","2023-01-18","8","1.50","16.13","4","0.50","0.00","0.00","7.62","7.85","1.00","500.42","0.11","0.63","1.00","0.25","2508","4","213.75","0.07","0.38","1.00","1.50","Budget Travellers","Exclusive discounts"
"541735","F","35-44","true","false","usa","charlotte","2023-01-20","8","0.75","10.63","1","0.13","0.00","0.00","","14.72","0.00","","0.25","0.13","","","","1","2624.00","0.20","0.13","1.00","4.00","High-Spending Travelers","Free hotel meal"
"542605","F","35-44","true","true","usa","wichita","2023-01-20","8","1.00","12.88","1","0.13","0.00","0.00","7.35","7.54","1.00","367.25","0.12","0.38","1.00","0.00","2109","1","588.00","0.15","0.25","1.00","2.00","Budget Travellers","Exclusive discounts"
"544447","M","35-44","true","false","canada","edmonton","2023-01-21","8","0.88","12.13","2","0.25","0.00","0.00","10.11","5.04","1.00","316.94","0.20","0.13","1.00","1.00","1609","1","142.00","0.10","0.38","1.00","1.00","Budget Travellers","Exclusive discounts"
"544647","F","25-34","false","false","canada","edmonton","2023-01-21","8","0.75","9.25","1","0.13","0.00","0.00","","2.13","0.00","","0.05","0.13","","","","1","602.00","0.10","0.13","1.00","7.00","Moderate Travellers","Priority boarding"
"549235","F","35-44","true","true","usa","los angeles","2023-01-24","9","1.22","14.11","2","0.22","0.00","0.00","","5.72","0.00","","0.30","0.11","","","","2","2270.00","0.20","0.11","1.50","7.50","Family-Oriented Travelers","Free checked bag"
"550703","F","65+","true","false","usa","san jose","2023-01-24","8","0.88","9.88","2","0.25","0.00","0.00","","3.92","0.00","","","0.00","","","","2","3881.00","","0.00","1.50","10.50","Family-Oriented Travelers","Free checked bag"
"552314","F","45-54","true","true","usa","san diego","2023-01-25","8","0.75","10.13","4","0.50","0.00","0.00","8.01","5.81","1.00","636.84","0.13","0.25","1.00","0.33","3753","2","369.00","0.15","0.13","1.00","3.00","Frequent Travellers","1 night free hotel with flight"
"555186","F","35-44","false","true","usa","portland","2023-01-27","8","2.63","25.88","4","0.50","0.00","0.00","7.13","7.37","1.00","546.44","","0.00","1.00","0.75","2906","4","453.75","0.10","0.13","1.00","1.50","Frequent Travellers","1 night free hotel with flight"
"555492","F","45-54","false","false","usa","atlanta","2023-01-27","8","1.25","13.88","2","0.25","0.00","0.00","8.52","11.71","1.00","230.05","0.20","0.13","1.00","1.00","1256","1","0.00","0.05","0.13","1.00","0.00","Moderate Travellers","Priority boarding"
"557562","F","35-44","true","false","usa","new york","2023-01-28","8","2.50","23.50","5","0.63","0.00","0.00","7.65","6.66","1.00","328.10","0.10","0.13","1.00","0.33","1969","5","1580.40","0.15","0.13","1.40","7.80","Family-Oriented Travelers","Free checked bag"
"557851","F","45-54","true","false","usa","philadelphia","2023-01-28","8","1.38","14.88","4","0.50","0.00","0.00","5.77","5.96","0.75","724.15","","0.00","1.75","1.75","1999","4","1118.25","0.09","0.50","1.75","3.50","Family-Oriented Travelers","Free checked bag"
"557876","F","35-44","false","false","usa","grand rapids","2023-01-28","8","2.38","22.25","3","0.38","0.00","0.00","7.63","8.84","1.00","362.70","0.05","0.13","1.33","0.00","1320","2","353.50","0.10","0.13","1.50","1.00","Moderate Travellers","Priority boarding"
"558202","F","18-24","false","false","usa","san diego","2023-01-28","8","0.63","8.50","3","0.38","0.00","0.00","4.35","8.62","1.00","1123.38","0.35","0.13","2.00","0.00","3001","2","2330.00","0.15","0.13","2.00","3.00","High-Spending Travelers","Free hotel meal"
"558774","F","45-54","true","false","canada","london","2023-01-28","8","1.00","11.25","2","0.25","0.00","0.00","8.78","8.02","1.00","376.67","0.13","0.25","1.00","0.50","1883","1","0.00","","0.00","1.00","0.00","Moderate Travellers","Priority boarding"
"559468","F","25-34","false","false","usa","des moines","2023-01-29","8","1.63","16.25","2","0.25","0.00","0.00","11.02","6.62","1.00","314.62","0.10","0.13","1.00","1.00","1794","2","1223.00","","0.00","1.00","7.00","High-Spending Travelers","Free hotel meal"
"560374","F","45-54","true","false","usa","new york","2023-01-29","8","2.13","19.63","5","0.63","0.00","0.00","8.44","9.09","1.00","1135.36","0.10","0.38","2.25","0.50","2859","5","628.40","0.05","0.13","2.00","4.00","Family-Oriented Travelers","Free checked bag"
"562338","F","45-54","true","false","usa","houston","2023-01-30","8","1.38","14.75","3","0.38","0.00","0.00","9.18","6.56","0.00","245.51","0.25","0.13","1.00","1.00","3007","3","2893.33","","0.00","1.33","7.33","Family-Oriented Travelers","Free checked bag"
"563588","F","35-44","true","true","usa","houston","2023-01-31","9","1.67","16.67","2","0.22","0.00","0.00","9.26","5.65","1.00","436.18","0.14","0.44","1.00","0.50","2635","1","1330.00","0.05","0.11","1.00","14.00","High-Spending Travelers","Free hotel meal"
